	dHEP_520_A_NT	dHEP_550_A_NT	F_F_158_NC_NT	dHEP_549_A_NT	F_F_503_A_NT	dHEP_165_NC_NT	F_F_595_A_NT	F_F_523_A_NT	F_F_157_NC_NT	dHEP_518_A_NT	dHEP_164_NC_NT	dHEP_155_NC_NT	F_F_159_NC_NT	F_F_581_A_NT
Tmc6	3.59521105626	3.309900671	3.18364981014	3.47312222751	3.68381764292	3.04576051568	3.0406411114	3.94165855963	3.31576907157	3.82776649296	2.86667217896	3.25648958217	2.62188660439	4.19205185277
Tk1	5.06725111875	4.53874673253	4.56360390473	4.70170914115	3.59520724842	4.90552796332	3.95189175017	3.69959675209	4.00464037754	4.95179799838	4.19409956946	4.06852011464	4.03776604034	3.94938683916
Cant1	4.61469260566	4.48425403167	4.73368909177	4.65011140752	4.62299245022	4.61432857815	4.81900940458	4.70868138765	4.59123212185	4.74672992087	4.72789939537	4.56890387405	4.67755442658	4.64118255072
Cbx2	3.37934175851	2.69322931056	2.64013775292	2.50180498222	2.78188192925	3.74306189228	2.85925699458	2.54617385778	3.521168422	3.26087556516	3.06925134651	2.66133131434	3.39643956612	3.37778053244
Cbx8	2.34346472218	2.38218953181	1.53249702973	2.40793805875	2.0988551422	2.44851968518	2.61950341258	1.78433359497	1.90859369007	2.14240209528	2.42971990325	2.06093877305	1.94234929028	2.10144930399
Gaa	6.46113584967	6.38557534665	6.58058090824	6.44459652933	6.52481205628	6.50222515119	6.4743894001	6.41305648122	6.69564451567	6.48433657038	6.44375935652	6.47087711767	6.55777707173	6.54770553388
Eif4a3	4.88808175367	5.04971462748	4.90041929836	4.94465968606	4.701140278	4.90233551222	5.25387353345	4.59168851703	4.94518621079	4.65404791836	5.21665759005	5.00760927064	4.94884436927	4.8872710645
Rptor	5.62420745845	5.4978336216	5.63633742674	5.59127110318	5.9749597508	5.52789414923	5.38412689728	5.84436593639	5.84022193973	5.84655624147	5.3080382061	5.60259748955	5.51819288078	5.72864106766
Pde8a	5.0107932771	5.04971462748	5.29414189807	5.28955332789	5.25992922606	5.09582435374	5.01453522006	5.21613094416	5.19881292523	5.37174058223	4.99325992523	5.28830887054	4.9899387488	5.04838806024
Cpeb1	3.60390201653	3.16611088441	2.04096139298	2.56840273095	3.26730875642	2.34633929038	2.68327932302	3.72347838958	1.98989379217	3.97369507199	1.73784219861	2.41659772525	2.03325778648	3.38657748067
Nat1	0.850962786152	0.472584551506	0.8157093175	-0.0768100127995	0.822523913748	0.863557184464	-0.94121154189	0.235300951397	0.78829945635	1.14240209528	0.522829307642	0.825560710117	0.733189125552	0.397585804851
Tma16	2.77141810934	2.48677843309	2.41617291176	2.19962082263	2.8305167045	2.34633929038	2.97844634979	2.63233050152	2.45828071604	2.56715474939	2.57877571265	2.31619582829	2.34856293917	2.37336186117
Klhl4	0.582075654073	0.184888091438	0.740301914842	0.371101290572	-0.762438586973	0.222011155376	-0.760639296248	0.365108298728	-0.293040171101	-0.259696348291	1.20732748191	0.948044716642	0.2852370038	0.579222558617
Zfp202	1.15526098702	0.753171851013	0.668152129086	0.467316605831	-0.277011759803	0.532351275988	0.00987885762932	1.38178703987	0.323631189347	0.902575080607	0.712895841483	-0.0859026152814	0.42609953964	0.907276756301
Copg2	5.28692063386	5.14708605873	5.16643573269	4.83414642404	5.29154158121	5.21774891511	4.60253178087	5.07670564769	5.02638508263	5.14113430627	5.02166630565	5.08383154086	5.01474794306	5.08113595137
Podxl	3.43884277026	3.25171959992	3.97893966637	3.32690148666	2.90809964545	3.36605752499	3.41399270787	3.21030657193	3.33145069381	3.34233966579	3.34378972446	3.5161333988	3.59602454108	3.81579659549
Mkln1	6.75834003889	6.67508196385	6.6779448661	6.55683115879	6.69535267328	6.58588308023	6.43787796843	6.62753096725	6.71818708432	6.62701636538	6.75898997348	6.75599864018	6.73327386784	6.66713673572
Bach1	6.35830805863	6.41237955549	5.71254624844	6.18819521583	6.39204201008	5.97796692493	6.29208856569	6.25229348499	6.44302345677	6.57860716206	6.18932506414	5.50049042105	6.40550811722	6.46602173629
Cct8	6.70626254719	6.91184141912	6.68972296736	6.97003935611	6.6874198796	6.73665105131	7.11208808585	6.66577691202	6.74312611346	6.57379616955	6.826731176	6.8139520253	6.85584004992	6.71216686214
Usp16	5.55557493389	5.28409621945	4.87540428124	5.53396137348	5.37978422175	5.18951180284	5.66313658815	5.27459117833	5.30242370573	5.40462394404	5.40863772095	5.22267045185	5.41037093601	5.25061230351
Phf6	3.55095313658	3.343715384	3.67276875716	3.7467399722	3.53524196167	3.52652219719	3.58235041417	3.6006216418	3.31576907157	3.41944859149	3.71788759224	3.78387480731	3.70373835838	3.22920485119
Hprt	5.50413423051	5.75840470057	5.15588911694	5.61246810585	5.56788077817	5.3709452599	5.72649138984	5.61038461074	5.40924797143	5.39101351252	5.45525499536	5.48900622078	5.58761230127	5.86776961805
Ccdc51	2.44369216992	3.0750999459	2.542621247	2.98072584553	2.44961189014	2.717706318	3.1348914372	2.5898952352	2.83349223483	2.84783211601	2.85209937787	2.85269684005	2.72093397364	2.85118219423
Atrip	3.31495369178	3.44460213898	3.20292887264	3.32253473968	2.97740951573	3.03150791938	3.50610315836	3.34466576454	3.11874760703	3.35619072562	3.27782585293	2.95940721026	3.59251605789	3.1303327346
Shisa5	4.79627629296	4.67784627786	5.38977717712	4.66540513775	4.88333991493	4.83318353542	5.00832339113	5.37867442801	4.71594861213	4.56473208713	4.83181834682	5.18177585437	4.77955414008	5.15262802792
Pfkfb4	0.779112501133	0.881495947988	1.16410962375	-1.02744808592	0.0855583195817	-0.0295276116198	0.437300081364	1.68031053043	-0.11246792546	-0.128451815013	0.35933057536	0.879331966558	0.832724799103	1.32841445512
Uqcrc1	7.60254750038	7.58104994317	7.35465265627	7.58558790369	7.53493627356	7.703891295	7.56895920926	7.08827313408	7.48613198319	7.50248792279	7.50238574257	7.44696348137	7.58315265308	7.52423048843
Arhgef9	1.88273513221	1.63068784449	1.31348724779	1.53548810847	2.40748641447	3.09385480389	-0.0932146353348	2.33972298031	1.68271228265	2.42480182598	1.79990316675	3.0055957392	2.07665038199	2.26303844626
Tmem47	2.38439498623	2.36033009785	2.43803234572	2.22736581311	2.54983933788	2.69709603832	1.26042231928	2.56089536348	2.48656976047	2.21835094851	2.44921607888	2.76018470126	2.38353907741	1.9904179916
Alox5	-0.383158927766	-1.50316790225	-0.710359494168	-0.579989108947	-1.86197426052	-0.0295276116198	-0.760639296248	1.20563008472	-0.740499148073	-0.951574052929	0.0880285535422	-1.670865116	-0.476603259005	1.36448370982
March8	7.17981029498	7.33147871148	6.61096735252	7.12276076988	7.04791882325	7.10122679254	7.14519010399	7.08890812311	6.9818426721	7.28793268139	7.03860958837	6.88207838856	6.92724239789	7.14065270026
Wdr73	4.02865467064	4.1566298314	3.69108894036	3.68804597794	3.42205330836	3.21477958615	3.74808761865	3.86987648553	3.31576907157	3.93617615273	3.41283915696	3.74578163614	3.48767481876	3.72853728038
Sec11a	5.14419147155	5.15982874818	4.93753059689	5.29198592657	5.01541943784	5.25587460724	5.50678634131	5.081308039	4.93834103346	4.82574449537	5.38916203846	5.19949960358	5.11386337825	5.09917660596
Pigq	5.33464150855	5.25142271854	4.9967234976	5.27370719285	5.49170189723	5.22291255812	5.14327798305	5.57127536234	5.31134749837	5.35141981154	5.09097932757	5.16021587593	5.14897218617	5.43953031115
Rab40c	2.92911899709	2.72778653259	3.2836167182	3.09718082987	3.05177000613	3.12504942549	2.78852248305	3.01875493983	3.0285031538	2.9404432662	2.67894850956	2.95640818958	2.9941882218	2.91337695584
Mettl26	6.35416729508	6.6898700437	6.18256576432	6.58171050037	6.27325862857	6.55041681433	6.72096546824	6.11314508849	6.31150564527	6.24915482439	6.59909956542	6.36000692277	6.4938903167	6.4755253295
Fam195a	4.22170313039	4.40639188014	3.86253017425	4.39270354506	3.62068966435	4.09779121844	4.19355701414	3.74297456521	3.57485629289	4.17135346898	3.89893254268	3.90115832901	3.81681840819	4.02181318788
Rhot2	4.78037814093	4.57089028566	4.67272266393	4.69536565372	4.84774962287	4.66646620149	4.53719946551	4.72801850836	4.9056111303	4.74133378031	4.72234141089	4.608553115	4.60409147589	4.58760111315
Rhbdl1	-0.750447556053	0.432082288576	-0.733629273491	-1.2727548992	0.326155336296	-0.231230174189	-1.53776201689	0.403511811029	-4.19993076671	0.181888305599	1.06394963508	-1.08315723854	-1.71033074988	0.874132638659
Jmjd8	5.34830881038	5.47314481154	5.32599730613	5.32869572431	5.40561504104	5.54388154131	5.32452538432	5.14175096217	5.50071701744	5.18103442467	5.41129922237	5.38868794008	5.48817706247	5.31047514108
Wdr24	4.13441673323	4.17553003674	4.39677038054	4.19611487913	4.04147725112	4.21115016274	4.28888897458	3.86662150611	4.27984949732	4.20907313493	4.27170671005	4.26661379944	4.16222611369	4.09877516969
Prps2	4.15230161154	3.78223431661	4.12084216984	4.02487294921	4.33252934387	3.8021566398	3.74061249808	4.29859310435	4.07153226119	4.28756544324	3.87029249464	4.10298054386	4.03600839749	4.0442244353
Sdc3	6.12765232627	6.42164460136	6.70072773263	6.41624897226	6.67995204624	6.13178425952	6.17495911224	6.82872771433	5.89678438778	5.90544993053	6.07632146976	6.36648572635	5.81441725084	6.06697708673
Hadha	8.59942727857	8.74225275559	8.61502092364	8.6916295411	8.37898739158	8.45716377959	8.7498340116	8.37464400622	8.55265895093	8.53053576924	8.38565640196	8.44082948562	8.75628477775	8.62605631264
Tyms	2.87557534063	2.88914952053	2.89844974851	2.67299163222	2.51057990743	2.6334374011	2.18532086404	2.79059258544	2.64555928423	2.58639096825	2.90952765792	2.66133131434	2.72093397364	2.74573289565
Hspa4l	5.32123880394	5.01515740544	5.2203778434	5.17311618787	5.77672022413	5.20933202131	5.97127865337	5.9757039907	4.94217629059	5.54151158943	5.02608716724	5.24116878288	5.00124297933	5.31580440626
Plk4	0.3538066664	0.456190113255	1.0551752522	0.722573661073	0.822523913748	0.62254908496	1.30164498201	1.44663818422	0.844463352648	0.102873731093	0.515449777277	1.08432768614	0.943287323497	1.25345239744
Mfsd8	3.79057768763	3.95261593937	3.34275184229	3.78458332335	3.79419519069	3.89556757937	3.84886538874	3.69038760311	3.79442267015	3.86762248177	3.84843306067	3.71653681636	3.83588514	3.78285692167
Larp1b	2.69212919954	2.42493917927	2.06925043741	2.40793805875	2.17616086836	2.77782731044	2.2914492149	1.97226654556	2.45828071604	2.58639096825	2.82250459568	2.53300721736	2.38353907741	2.33751666222
Jade1	5.88005437261	5.78326151142	5.48734866379	5.63853376593	6.0337092064	6.15085519209	5.56446770931	5.61215261959	6.13210578165	6.09701761097	6.13618655461	5.35308720574	5.7754450657	6.01260823124
D3Ertd751e	3.47718908191	3.23283557448	3.24693605488	3.18001887788	3.39028567372	3.38525224054	3.32292450194	3.31614085045	3.29991512037	3.3758922255	2.86667217896	3.40906151361	3.11357695099	3.17854035232
Ly96	1.29061283991	1.20955014567	1.21563992439	1.53548810847	1.6705208203	1.0044197203	1.21798705296	0.821486593387	1.00952259892	0.902575080607	1.25241537144	1.4525172995	1.10835924172	1.76610069334
Itih5	3.75979902608	4.78017773032	5.52868205604	4.60323271511	5.02589910891	4.66296335341	4.16032648457	5.75342600993	4.75717127485	4.23976993215	4.58979711874	4.56890387405	4.85936957132	6.60159037165
Atp5c1	7.77117699711	7.7481830016	7.52453775189	7.82397161326	7.51275474693	7.84285558577	7.7538960849	7.40057876563	7.48875665651	7.76501591994	7.69943499938	7.66862225922	7.84512880422	7.70825998955
Taf3	2.51748940417	2.52657944115	2.88259579731	2.92996003736	2.71333807016	2.23636644835	2.65174374958	2.70039477647	3.11295218857	2.83180200619	2.5586327352	2.46429446728	2.56207720916	2.2223418649
Exosc7	3.84290915171	4.09177868705	4.05163489449	3.85741620336	4.18553920068	4.0819807036	3.82785489544	3.94165855963	3.94472747612	3.69228213685	3.92004552983	4.21874748817	4.05240283574	3.95832436189
Zdhhc3	5.20037161746	5.24639616055	5.31200831886	5.3850255331	5.35719425994	5.0906979207	5.27550198664	5.42165150075	5.1685756948	5.15820437615	5.31618378344	5.28830887054	5.21050612872	5.33128785086
Slco3a1	2.34346472218	2.6215278452	2.58242225506	2.50180498222	2.29645510208	2.44851968518	2.37106638296	2.86365604763	2.3392280444	2.35921348435	2.59636977266	2.81640071083	2.67931488444	2.01331839371
Pgm2	7.97745617811	7.83507326191	7.85335286479	7.85380494981	7.80950109554	7.91605556846	7.65727277138	7.76224263129	7.85907562849	8.00630037506	7.74131593874	7.86165779432	7.90921038528	8.00307247341
Slc25a10	7.65818732574	7.54071000912	7.12960009332	7.2121027107	7.7068776206	7.57560263302	6.76886015835	7.65777449763	7.16688319158	7.81238903	7.09294832711	7.54859385073	7.25496370239	7.98491082567
Hgs	5.31331188817	5.28255700384	5.309045905	5.30591058975	5.39541358217	5.16499475356	5.40101131522	5.21613094416	5.49181275246	5.32955351083	5.43339556139	5.32106158346	5.3318713333	5.27848119193
Rpl14	6.7996090283	7.08405538609	7.03793176847	7.049765776	6.69642458528	6.93850826737	7.22872013868	6.66200103568	6.85586682503	6.60709390784	7.05752523606	6.91255081136	6.95019383801	6.97580912269
Rassf3	6.59466612895	6.34162502617	5.90533144148	6.29037561064	6.45930963027	6.30522452363	5.96166599121	6.36143397792	6.43397264264	6.75046540114	6.2405756643	5.91945459489	6.34024127579	6.76652197967
Itgb1	7.53428419418	7.69022056068	7.35465265627	7.70756937492	7.51399604194	7.49291380454	7.68059614608	7.54362840111	7.57114597355	7.44568919245	7.60155197046	7.45804981954	7.62987433759	7.80947300159
Nrp1	7.29966849352	7.32866712464	7.28097338144	7.0222717783	7.19292071827	6.71322291138	8.2664535937	7.27395471245	6.6114439268	6.8343184817	6.86440485955	6.90386355208	6.96381457275	6.61475288105
Pard3	6.5345683291	6.4962057921	6.26615689661	6.43272853405	6.79776685132	6.54610167141	6.59328589185	6.44614266815	6.8519578892	6.65575626082	6.54122821847	6.43092300928	6.59462590303	6.37833191599
Homer2	5.70531385055	5.26501642253	4.69789947248	5.61509596639	4.80031263466	4.95969791679	5.1949251461	4.87989115037	4.51774565636	5.6368523031	5.20875801752	4.85493531225	4.64188647787	4.35778905725
Dhtkd1	6.43681331259	6.02429172707	6.17132143776	5.94043313958	6.17572172043	6.51818954131	5.46262423772	6.03716519	6.6405954106	6.69816298886	6.15324131719	5.81525161078	6.44929298831	6.02392909396
Sec61a2	2.5399449654	2.6128640912	2.40755714362	2.66307059713	2.30795074092	2.40571997225	2.48675213183	2.7684394432	3.16709076652	2.30381046974	2.67066760609	1.92709164454	2.72052367027	2.45592236123
Nudt5	4.72480785794	4.59827674287	4.57849120347	4.63206136817	4.75374469651	4.56479343733	4.90139860992	4.64723773178	4.75966553142	4.63315722814	4.56659874847	4.55172971008	4.71026241842	4.72843348564
Zfp282	3.19606720341	3.3325316455	3.0338016014	3.19260039495	2.96729543796	3.12504942549	3.1348914372	3.26527303115	3.1309861114	3.04147318643	3.42480441284	3.06867442183	3.34413069285	2.99617726089
Pdia4	7.67650742669	8.03534439528	8.21899755691	7.79881148677	8.0204504468	8.15393054548	8.93069369577	8.09729544856	8.0995634723	7.7555195606	8.56362223587	8.30334458918	8.06373539507	8.01739505788
Iscu	6.13066264565	6.22417777943	5.70980847296	6.07440824061	6.26471546453	6.22471367576	6.47342014234	6.22943843211	6.07269901827	6.12030080285	6.13611137313	6.07373810246	6.20105204697	6.3213778811
Fam20c	5.36279544963	5.49557921444	5.07449342939	5.58859944493	5.27757709187	5.17620746576	5.3576911119	5.5303658906	5.06919591244	5.60419491746	5.32939536882	5.33074413686	4.63101184064	5.39641035128
Pdgfa	2.73311076154	2.78601079245	1.80632808121	2.18101242067	2.47471718703	2.24263780597	2.45622636556	2.80674000802	2.24301272914	2.48692353789	2.52448451279	1.96007281352	1.97917423062	2.68954314877
Dnaaf5	2.44369216992	2.52382883013	2.49898988969	2.47890458011	2.65763952901	2.22085653743	2.8987480456	2.69933064584	2.97798702549	2.86179276636	2.14891079569	2.31619582829	2.52009986858	2.88348503133
Get4	3.56881955737	3.96715203253	3.88657564822	3.75629427892	3.86594619404	3.84024981097	3.59068971508	3.89594558559	3.86076516498	3.87546323499	3.84843306067	3.53858824963	3.55058157032	4.02744872255
Xiap	7.11136335534	7.17826574534	7.01529078677	7.12091293736	7.14885352237	7.22426360711	7.03873756839	6.93425739625	7.42988117767	6.97506406945	7.26243772728	7.07780695466	7.26983803832	6.70982050353
Stag2	6.77575125305	6.68060530536	6.65479643461	6.68617275322	6.38527513538	6.6596384037	6.48225457946	6.59482140651	6.75353819552	6.64432891362	6.70527433616	6.49404181067	6.79546862944	6.49376672677
Cplx2	0.268917768813	0.184888091438	0.336946220611	-0.0945622817771	0.945380661533	1.19286480972	0.879818317065	0.77173355819	0.554956735453	0.962696073045	0.0880285535422	1.2497004165	0.42609953964	0.697059048911
Higd2a	5.41558286399	5.32267424719	5.17554020452	5.45122962166	5.36821777138	5.27685963237	5.49063424508	5.09239557573	5.29792107024	5.09450055007	5.1563435532	5.13832880572	5.18594902448	5.38108567716
Nop16	3.87915967798	4.11441792061	3.64597215475	4.46772376068	3.83449655541	3.90736827894	4.81317716466	3.68078236285	4.2019727049	3.70922821739	4.13886046615	4.06836579095	4.05993622541	3.79777291366
Arl10	0.268917768813	0.612309315173	0.740301914842	1.06770914712	0.688222822036	1.19286480972	1.75181070469	0.916123467525	0.929352250235	0.839839325259	1.25241537144	1.13648980606	0.977114708438	1.0907228974
4833439L19Rik	6.27196115684	6.0225703931	5.54244468261	6.37586612224	6.22123910772	5.84845029207	6.34632231715	6.17629253966	6.07288561186	6.17407386998	5.86178848306	5.67251732439	5.94369752132	6.13596502779
Thoc3	4.40194318744	4.44325105755	4.29862928906	4.3679886787	4.23455266315	4.20386380867	4.30418270481	4.25851566497	4.09927725168	4.37312579121	4.16962677273	4.3064148075	4.21658064313	4.5734556154
Faf2	5.70329326893	5.74581382757	5.70129271993	5.89141515136	5.83747425521	5.86702103977	5.95683553455	5.7193833115	6.12762187737	5.62759680998	6.10733169194	5.77089341465	5.86014583986	5.83761317819
Tspan17	0.509925868317	1.80264052728	0.809014664926	0.557514414803	0.0855583195817	1.07000806193	0.824323204473	1.12866810291	-0.740499148073	0.102873731093	0.587599563033	1.19420530391	0.727755239501	1.32841445512
Unc5a	0.83923349357	-0.425165390246	0.512032927169	0.870672300062	0.284867127805	-0.173917520955	0.437300081364	0.72020325755	0.929352250235	0.302182539317	-0.522024928142	-0.230292524617	0.727755239501	0.516486803269
Hk3	2.90400374896	3.21565034521	2.542621247	2.98072584553	2.7315502537	2.49701820288	2.72932669054	3.8606844811	2.36992484162	2.7316905214	2.57877571265	3.28333119438	2.36615699918	3.06355269623
Uimc1	4.4936503286	4.60521715697	4.22999521737	4.549293908	4.67345665435	4.63072301641	4.40692643232	4.38823984111	4.623563858	4.66503699292	4.58376781842	4.53580043225	4.59374873157	4.3602027125
Smad7	3.76755546971	3.00638719582	3.35429346417	3.30102285484	3.73581228055	3.82132894907	3.326823545	3.62183812771	3.80569378248	3.92163341642	4.02121044697	3.21526691944	3.27129781284	3.65762890408
