	dHEP_520_A_NT	dHEP_550_A_NT	F_F_158_NC_NT	dHEP_549_A_NT	F_F_503_A_NT	dHEP_165_NC_NT	F_F_595_A_NT	F_F_523_A_NT	F_F_157_NC_NT	dHEP_518_A_NT	dHEP_164_NC_NT	dHEP_155_NC_NT	F_F_159_NC_NT	F_F_581_A_NT
Mturn	0.0825046445826	-0.149530947633	0.240730905351	-0.238952191112	-0.581866341331	-0.173917520955	0.437300081364	0.430696640355	-0.740499148073	0.557439594559	-0.377635018807	-0.0859026152814	-0.0459689046753	0.752554161502
Rnf144b	4.96092558077	5.23229410133	5.79107965099	5.00697574468	5.75798366155	5.62936390652	5.30291440139	5.23231519286	6.15211265909	5.20129578433	5.5553530135	5.86274272619	6.14513011987	5.18828338296
Cdkn2aip	3.7441599023	3.64431971008	3.81320246189	3.62686246149	3.14445200864	3.73297307465	3.51384163624	3.32686082937	3.71295856952	3.35361077812	3.74968381126	3.87492678744	3.84218512835	3.42123848812
Cntln	1.52830439763	1.51673165519	1.36002983372	1.12783013956	1.6705208203	1.91800496849	1.129177786	1.83366130733	1.29192232962	1.61477276962	1.60508698976	1.5878691524	1.37487421628	1.43402464308
Galnt11	3.87915967798	3.37675564576	3.44344584191	4.00897532233	3.48548892647	3.82132894907	4.00676624576	3.69706675875	3.92419054512	4.07250008205	3.74180021218	3.45841790094	3.75805799966	3.76272596656
Fkbp14	2.30133924651	2.29384507559	2.71366678834	2.52434755087	2.34189807284	2.717706318	2.69879232239	2.19623138672	2.51431475096	2.54765857377	2.38991889519	2.98938551202	2.65088647612	2.62335620662
Tmem237	1.37427076896	1.20955014567	1.0551752522	1.06770914712	1.90052642575	0.863557184464	0.437300081364	2.15801206449	0.844463352648	1.94789907112	0.439500924044	1.4525172995	1.18965934382	1.94349694421
Kdm1b	5.45454408516	5.4445501977	4.82776475609	5.45710020979	5.45090869476	5.53380487313	5.1363163213	5.28867763548	5.34889114175	5.50406930522	5.44315177806	5.44213281735	5.33857116751	5.40725773351
Opa1	7.00301151068	6.88101624888	6.84166911719	6.94826963381	6.94307861056	6.74369010698	6.87000257562	6.80186825426	6.8802205429	7.00396409142	6.77935092693	6.83975778435	6.91608748375	6.7690471175
Cnbd2	1.03033199816	0.0537383133429	0.282892170584	1.11837755838	0.810289425888	1.13886992008	0.724181229152	0.410031004412	0.110409353902	-0.639445097567	-0.00335727985614	-0.151970337223	0.244721844061	0.852452731557
Hsd3b5	6.52284975137	7.79569403138	-1.02031494739	6.9756532416	7.20580579854	7.84611790034	7.11024757138	1.0473680008	6.89882511483	4.71828130882	8.35506381332	7.20874438806	7.47407307683	3.05010552156
Sbno1	6.82117931713	6.73576753234	6.69959709383	6.80831525132	6.81700307019	6.73739561601	6.85623383368	6.75302542822	6.84241261308	6.90688521008	6.78415671099	6.59792748996	6.76013891022	6.67613392759
Trappc11	5.70733160618	5.62037874515	5.65070699463	5.67172998366	5.56309174459	5.69059447238	5.99346221023	5.70620039815	5.60581310544	5.6956075975	5.83460078749	5.9173140974	5.72860563448	5.67119241709
Phf20	4.08561055545	4.28980310165	3.98637625521	4.61378263445	3.71868810276	4.05793522963	3.81367596027	4.23116517683	4.16201300703	4.065662652	4.0341785796	3.87492678744	3.84845772537	3.67926973547
Cdon	1.49131019015	1.86606590742	1.75778934157	0.268007797608	1.70571024877	1.41104497977	1.45567861068	1.50869915236	1.15762123791	1.49773334843	1.16078489598	0.731233327569	0.357386789556	1.62454654913
Fam210a	7.47215452569	7.3251449182	7.35105670465	7.29816401022	7.57592639772	7.56648461483	6.71366312613	7.14616297048	7.55035750088	7.41104419255	7.35900850927	7.37625879611	7.25633835237	7.18985477516
Tbc1d32	4.09180238916	3.60767786644	3.79637783925	3.24782991567	3.92686057356	3.9135453203	3.3662169833	3.64964997772	3.74843646487	3.95901102624	3.73387329641	3.98530433521	3.86092169093	3.68641180471
Mphosph9	3.45814332621	3.1148096557	2.83396102206	3.27467152789	3.26730875642	3.06197074287	2.97844634979	3.5048975822	3.20094866957	3.46172839498	3.39495448509	2.88810217619	2.85158382635	2.97300093852
Ccdc50	6.20851479077	6.35460579422	6.50316924723	6.38351584152	6.37692175769	6.452352528	5.96386653185	6.25824471088	6.64419435105	6.37250261175	6.31833228952	6.36052692929	6.40043675319	6.29988525041
Camk4	1.20180357295	0.456190113255	2.3016131475	1.49040021894	0.0855583195817	2.17806780779	0.50944986712	0.296395548644	2.30786387349	1.0204115709	2.46845229774	1.75059865244	2.23823952426	0.752554161502
Crygn	1.5995630808	1.70194652766	0.668152129086	1.74193898594	1.4391952742	1.50889230316	1.34172242138	0.148296909654	0.658050228418	0.557439594559	0.439500924044	1.19420530391	1.30361553311	0.857523721104
Tmem181a	2.32129150417	2.34014601142	3.09850603156	2.37209590974	2.58182180801	2.3738699721	2.32202322434	3.22054179412	1.97599297535	2.48651403035	2.33249573634	2.42867055755	2.33950666633	2.71784185585
Stox2	1.56437365234	1.73629803245	1.82569340607	1.18554563742	0.885259669096	1.19286480972	1.86614338017	1.90462782869	1.29192232962	1.94789907112	1.41987211729	1.71160452082	1.62919140502	1.00191363044
Snrk	6.55039123003	6.53086679955	6.49714296509	6.63011397299	6.35650248575	6.38309263765	6.53722103868	6.33598335026	6.28891357975	6.66370188695	6.48920232728	6.68102061235	6.37867149815	6.39586583531
Notch3	1.41434820834	1.98511857906	1.98266275241	1.44385763301	1.77361431327	1.72790208511	1.30164498201	1.34823448016	1.98989379217	1.57680491943	2.14891079569	2.34195892436	1.33968478782	2.18450504372
Cd84	3.31728079037	3.88532780958	3.41065590679	3.41398710342	3.39136674911	2.87277571449	2.9911016506	3.8487366278	2.71893247056	3.36479451662	3.27989610787	3.37352900336	3.16474171161	3.65034255
Ormdl3	6.42910701988	6.33520965214	6.50291001215	6.19967334698	6.5763661224	6.50480677139	6.25687656745	6.47102411422	6.56576972094	6.39900479225	6.41381938782	6.74036741438	6.50167196984	6.64155925629
Prdm1	0.509925868317	0.281103406697	-0.224932666998	-0.0945622817771	0.375064936777	-0.0295276116198	-0.94121154189	0.869580881588	0.323631189347	0.302182539317	-0.377635018807	0.276667464103	-0.912702373812	0.907276756301
Gstp2	3.57395970117	5.89841326626	4.93664794465	5.34724366618	5.38833769422	4.06567347167	5.37797282505	4.03017313765	4.22767540607	2.47355468071	4.93585271328	2.84659056536	3.66054382372	6.09735586626
Spon1	1.52830439763	1.63068784449	1.21563992439	1.12783013956	1.6705208203	1.68667942238	1.49174786539	1.7070278688	1.41477907741	1.57680491943	1.53382830659	1.13648980606	1.33968478782	1.32841445512
Atg5	5.72735545352	5.4702903103	5.67622155906	5.52853534783	5.66046715564	5.48654758638	5.38431878968	5.51343707136	5.45291420629	5.70443819915	5.56432084372	5.58112442276	5.61178172676	5.54917542198
Plekhg6	3.24133193714	3.06161671654	2.43803234572	2.54654329698	3.38051936687	2.56683965237	3.0406411114	3.14341468827	2.99974157813	3.99544465538	2.30686315547	2.17999144469	2.57726361297	3.14875501877
P3h2	1.33972339884	1.22075465444	0.906938988673	0.440068543394	0.352150544829	0.479263208616	0.929054528506	1.22572469181	0.833932685156	1.44770222809	1.15081723144	1.01363305827	1.15080056849	0.918966449217
Pde4dip	7.31695046524	7.36548319908	6.95118110339	7.48430456785	7.30830850782	7.47864445044	7.46789648513	7.24803565099	7.640453784	7.62556423135	7.62959252504	7.29615523474	7.51232835888	7.18608055446
Ttc39b	5.93274537949	5.4702903103	6.22745567464	5.90221381735	5.83945597948	6.05490116954	5.55170982183	5.79604701553	5.89941704369	6.03711063384	5.98910349757	6.29079128304	6.00756289957	5.35890699225
Enpp6	1.24689146248	1.98511857906	1.61156860072	1.88815972679	1.93058365961	2.0859496058	0.50944986712	1.00493273448	0.754265543677	0.302182539317	2.02446342476	1.86162996482	1.76801910971	1.17438082644
Fam126b	6.52430405231	6.13649839362	5.44641462894	6.2985727636	5.85881232667	5.64741674749	6.15682054107	6.38604044517	6.14769060186	6.25679913667	6.15948351859	5.48551416374	6.0111878513	5.6795203059
Mylip	4.40691800286	4.84063469226	4.10726376334	4.45856413182	3.84242347119	4.52943968057	4.14907734344	4.24033973901	4.15321605879	4.12606335847	4.62451025302	4.38905870165	4.38137773612	4.17691854925
Slc43a2	4.47007635571	4.72991911989	4.39677038054	4.76341871335	4.43133315642	4.79004326015	3.99424820592	4.92894750788	4.41845473555	4.46951974627	4.6625894588	4.8369295242	4.61270328223	4.34881425356
Spag4	0.650788404157	0.0817945984739	0.0266060999984	-0.0945622817771	0.284867127805	-0.173917520955	0.19629198186	0.916123467525	-0.740499148073	-0.128451815013	0.184243868801	-0.230292524617	0.209288150567	0.516486803269
Chpf2	5.08051334676	5.15682006435	5.48886786929	5.151954389	4.78439415202	5.01336682461	5.25916725609	5.05323659889	4.90932530636	4.75712254936	4.94229940603	5.0741800899	5.04924773806	5.13952124099
Btbd10	1.5995630808	1.73629803245	1.31348724779	1.49040021894	2.15084977983	2.23636644835	1.92008218728	1.75902250644	1.68271228265	2.08945321533	1.8299604006	2.12169280413	1.50762942514	2.05805670848
Scarf1	3.7441599023	3.55090877051	3.84627428349	3.20660725294	3.0380299495	4.03348218591	3.42336089041	3.24718257416	3.61385042451	3.18719001703	3.41492290132	3.26997281153	3.48767481876	3.67209213339
Hand2	2.32255573242	2.85828855683	1.95260551855	2.33329925786	1.70571024877	2.37257083195	1.78125448258	1.62534407121	1.98989379217	2.19347627987	1.76920636952	1.71160452082	1.65804626769	1.73887922461
Rilp	3.84290915171	3.56052677307	3.65421293813	3.40186354434	3.64808343118	3.7924740864	3.326823545	3.35247147305	3.88221827464	3.94417598507	3.49214240378	3.36098375004	3.77791191447	3.89191244665
Prkab2	1.5995630808	2.19727181589	2.0121065303	1.98885372641	2.4905421542	2.05388839657	1.81010934525	2.0987148808	2.10384998147	1.49773334843	2.12486532172	2.4875642466	1.44277828079	2.01331839371
Fbxo8	5.70329326893	5.70520195222	5.79320126173	5.45416790178	5.61028139847	5.74431804825	5.33553324397	5.41356349055	5.74989594405	5.52665107994	5.67609696513	5.84258051082	5.79018328169	5.61428485345
Pgap3	0.268917768813	0.536360461939	0.874603006553	0.0366822515012	0.375064936777	0.62254908496	0.706486714179	1.0473680008	0.443925423065	0.705538233548	0.902472900386	0.879331966558	0.832724799103	0.857523721104
Mfsd14b	5.01731394376	5.18333262494	5.32672982457	5.2290822857	5.07045142719	5.16874201552	5.12200375311	5.19505223255	5.45291420629	4.93106899643	5.31086508602	5.25479528363	5.35187821073	5.11606909326
Tapbpl	3.90751823314	3.96715203253	4.42457330622	3.73712196964	3.76112336908	3.74306189228	3.75552420749	4.24490523345	4.09927725168	4.0168712132	3.92004552983	4.09542714943	3.60346112992	3.76272596656
Bend3	2.5908458637	2.85828855683	2.27756767353	3.26131314503	2.4905421542	2.34633929038	3.07671036611	3.1037504707	3.36231165751	2.81559177901	2.88109924959	2.20828048912	2.15970612172	2.97300093852
Cep44	2.94562283816	2.93423741006	3.46489895158	3.07536271967	3.279038049	3.09385480389	2.78852248305	2.91038709798	2.99974157813	2.9404432662	2.978240408	3.44659246555	3.42189955111	3.13837587299
Tlcd2	6.11580611891	5.69213594556	5.54891299287	5.86586999426	6.70897651247	6.80396490622	5.07760064385	5.89334523132	6.43215564613	6.39584630038	6.03712872888	6.67343079191	6.2971752515	6.24561655802
Serpinf2	9.17480614483	9.05003471661	9.75527492861	9.34670222599	9.27034185003	9.58999369906	9.4053760601	9.05331793935	9.86051186061	9.24043417824	9.55091860475	9.68188773504	9.85290062127	9.52491542534
Primpol	2.54356346502	2.55803225419	3.12825617609	2.47982760959	2.57935744429	3.00274119185	2.1123632366	2.75095665701	2.24764842984	2.46360216036	2.79198461804	2.80199395775	2.62217950766	3.03272612789
Fam198a	1.79437925779	1.59369363701	3.52740815306	1.00497339177	2.38595325292	3.5611485403	0.106094172889	2.03687562699	3.1309861114	1.88714504004	3.14293689464	4.24629381506	3.32626427206	2.44248622183
F11r	5.52944531904	5.15186583684	5.78682704646	5.40338457247	5.42474850309	5.50148245102	5.55384398648	5.64878892426	5.5432206274	5.56351922868	5.42110677295	5.57298890285	5.42924152645	5.65490083197
Pdss2	3.37934175851	3.53147824056	3.30756241383	3.23421948415	3.65710030454	3.40470345289	3.21259379419	3.45847979687	3.83898822258	3.49264447176	3.57434346633	3.64590127377	3.47961504897	3.26780769041
Cep250	4.66580792138	4.35326454327	4.30690919414	4.1605787219	4.43605556667	4.33791002203	4.00308470541	4.56561119229	4.20835651	4.45974788777	4.2720899178	4.50060480264	4.14194184224	4.36301354939
Mical2	4.34086761069	4.47919193862	4.86454934189	4.49896223245	5.27757709187	4.76054931901	4.79033377649	4.53316814795	5.36802530871	4.58400042083	5.11726817388	5.29821299438	4.69157830411	4.84001700275
Usp38	5.36729444911	5.03053386718	4.96432712576	5.3850255331	4.98566479038	4.87056863343	5.27811189053	5.16631509038	4.9100043323	5.05707004148	5.36061812122	5.10486272944	5.24419862006	4.88345395718
Ncapd2	2.60822794193	2.36033009785	2.25311462981	2.14247691552	2.8305167045	1.64424415606	1.72175347083	3.1037504707	1.63295924745	2.50785756571	1.94429307608	2.6198120449	1.79425065129	2.68996962412
Bcl9	2.11934141276	2.42493917927	2.25311462981	2.08297590378	2.44961189014	2.319621952	2.07076109978	2.77804733212	2.67043395287	2.78261445657	2.17256206375	1.78856650263	1.91869802221	2.07991614244
Trpm4	1.24689146248	0.81876019264	0.740301914842	0.0366822515012	0.61607303628	1.0044197203	-0.455784714719	0.961211357054	0.658050228418	1.18087624309	0.957968012978	0.0453419179968	-0.0459689046753	1.46757720279
Slc22a23	6.857064526	6.93839303955	6.9175391217	6.75688932741	6.93753865479	6.58868307149	6.75413276384	6.78707524512	6.91836146632	7.27094222084	6.67454484552	6.74155351283	6.63691244208	6.82512920741
Ovca2	3.21434386957	3.24588955965	3.30625567856	3.05955178425	3.13079417024	3.07847901489	3.713376754	3.12242930487	3.12469984856	3.24873230424	3.3780664731	3.5157939012	3.26418354829	3.31049825397
Iffo1	3.03830484067	2.76153532395	2.56265900024	2.71279264028	2.29645510208	2.61157796714	2.93980042189	2.81536049059	2.74258373863	2.81559177901	2.61375185089	2.12169280413	2.19950712977	2.58687613116
Fau	5.63448730669	5.91781221513	5.84465903247	5.84875628937	5.63461134892	5.69992157462	6.09526248635	5.50018877574	5.31134749837	5.61531133769	5.59750599394	5.88168322587	5.75040779442	5.82953912161
Nop2	4.32518598846	4.54365295451	3.8048146764	4.79620864847	4.05518467054	3.83082039805	5.44306856182	4.45651293216	3.9849445762	4.20285461219	4.6115905096	3.92692142508	4.07931956876	4.26064789884
Ostm1	4.38852546611	4.37403100842	3.78789137336	4.47022233701	4.1348018386	4.22049552974	4.48146998827	4.24490523345	4.40369557828	4.19660916936	4.39243888717	4.11796971808	4.40710254918	4.20702806034
Bphl	7.01120168335	6.616349672	6.87610503172	6.63011397299	6.83598617355	7.10612060674	6.52530682273	6.46191537097	7.00035483851	6.89921383253	6.74229420124	7.00408374426	7.05138362338	6.65808308165
Smg6	5.29389285465	4.93142326146	5.44322969163	4.81776822616	5.25387943532	5.11832175974	5.0008962929	5.12173443677	5.20627423871	5.41676450692	4.94401825085	5.1452225426	5.14048564532	5.06410114522
Snx25	4.19065413938	3.93793189362	3.97893966637	4.09432087737	3.76946267	4.01694681818	4.31428919126	3.83062724724	4.23052178496	4.26386560777	4.30953234224	3.77444539439	4.23105596565	4.02727997642
Galnt18	0.509925868317	0.612309315173	1.82569340607	1.34601030961	0.688222822036	1.30607542016	1.34172242138	1.08859066353	0.658050228418	0.477269245875	1.06293757258	1.75059865244	0.977114708438	2.1226657899
Pdzk1	5.93191729536	5.81781812586	6.08903870406	6.02615696912	5.72058174249	5.87318916656	5.9298435332	5.80357137159	5.64172792312	5.80452546146	5.80388406354	5.87999158482	5.93719389118	5.93431681981
Wdr36	4.84474347496	4.82076254555	4.66119936844	4.91186398738	4.50809035541	4.66826738527	4.96407516802	4.6786241538	4.46184733106	4.8297856606	4.60291261853	4.75300114265	4.80235115006	4.75764902863
Snx10	5.4497310864	5.54728542401	5.03200608774	5.89358136053	5.24206280526	4.92909414715	6.4204398628	5.82834750744	5.71445436545	5.44733403933	5.2758072198	5.02759151586	5.25131719556	5.08397816776
Afg1l	3.87198207591	3.73204855945	3.18364981014	3.84851065014	3.61144158755	3.74306189228	3.93653270806	3.71692067356	3.34696369318	3.96637173119	3.47322154189	3.72635110619	3.717511208	3.90421695655
Cd160	0.779112501133	0.456190113255	0.740301914842	-0.0945622817771	-0.0254729928071	-0.51495443879	0.00987885762932	-0.203175460847	0.443925423065	0.102873731093	0.721900654744	0.276667464103	0.554423636615	-0.727438779617
Spats2l	0.650788404157	1.10826680984	0.427144029582	0.467316605831	0.885259669096	0.78760833123	0.766607706617	1.7070278688	0.0479967467336	1.07590668349	0.721900654744	1.54414777497	0.554423636615	1.17438082644
Edem2	5.38060672574	5.78531370955	5.68081247794	5.61771904901	5.3764304788	5.76921418013	5.73396455478	5.22540130563	5.37938517087	5.1846362669	5.81407049867	5.59725911143	5.46233705754	5.41587729637
1700066M21Rik	5.04948238998	5.16453502948	4.82361907783	5.19786891587	4.82852265437	4.84728164475	4.76476635979	4.728377189	5.03608342519	4.62178182814	4.91128597019	5.08211279615	5.00405525126	4.77785045612
Trpc4ap	6.58455864631	6.55392128996	6.60946313484	6.5677246134	6.62816031858	6.68209839549	6.43324837748	6.56592138454	6.68194794089	6.59381223702	6.55670174689	6.53510263537	6.60656385048	6.55162191237
Satb2	0.582075654073	-0.585630062439	-0.224932666998	-0.579989108947	0.885259669096	-1.25192003296	0.106094172889	1.38178703987	0.844463352648	1.37035404196	0.439500924044	-0.571329442452	-0.0459689046753	-0.451804337004
Sesn1	3.63815157848	3.55090877051	3.74469368396	3.56296884489	3.67496672533	4.58658358767	3.23404690386	3.95843427238	3.95488734234	3.73600351427	3.94772398148	3.87492678744	3.99701426588	3.89191244665
Tsr1	4.47737827541	4.14861731135	4.02905659923	4.72018343696	4.05511645639	3.92882900272	5.31106281202	4.41145315959	3.96386983725	4.11219435907	4.47560026467	4.03740096228	4.22812439025	4.20588537089
Mlxip	4.14040302829	4.15027433636	3.89450256399	4.28460976494	4.16672117248	3.9135453203	3.85580143595	4.16525573681	4.36612327146	4.13262107449	4.17549139479	3.71653681636	4.07931956876	3.57538049232
Txlng	5.95252916608	5.63804233432	5.2671341461	5.67405056503	5.47249696869	5.68827282469	5.73057245976	5.57029346706	5.87137069152	5.91118250115	5.82074687595	5.39676130959	5.69025188047	5.29434482808
Zfp384	4.31463606912	4.49432524214	4.69336269188	4.66032522039	4.64128359908	4.42677790603	4.37077587821	4.6059550861	4.75135394826	4.61711290808	4.33857201519	4.29326943144	4.53316451724	4.65216759141
Tcte2	0.567931471753	0.0817945984739	0.159906576228	-0.238952191112	-1.49940418114	0.222011155376	0.706486714179	0.296395548644	0.323631189347	0.557439594559	-0.200704411718	0.475976272327	-0.110691672531	-0.426929668365
Plcl1	0.268917768813	0.184888091438	-0.710359494168	0.371101290572	0.188651812546	-1.61449011234	-1.38867051886	1.20563008472	-0.11246792546	-0.56455092982	-0.126096251811	-0.0859026152814	0.614544629053	0.0690278262977
Sgsm2	2.95923326968	2.26942160165	3.63541534267	2.65267164784	3.44441298347	2.90907184372	2.56975037739	3.14341468827	3.1309861114	3.01332214611	2.44921607888	3.58247589363	3.02774078151	3.36002406163
Arl5c	1.05741366362	0.184888091438	0.740301914842	0.467316605831	1.30795074092	1.60052277863	1.4186844032	2.07839489642	0.754265543677	0.902575080607	1.60508698976	1.30313967546	0.614544629053	1.50036713791
Fbxo25	2.21320833623	2.584294939	3.13094275981	2.73228881591	2.51057990743	3.07800085268	2.72932669054	2.83971035201	2.48656976047	2.86368606721	3.27989610787	3.02162584902	2.80073468486	3.03025825613
Lasp1	6.0956588337	5.93700915931	6.75909239303	6.0971432357	6.81174367425	6.65830627522	6.24795410168	6.28869974558	6.7680159391	6.12967379044	6.2937392381	6.78093473081	6.50515014107	6.35019776696
Focad	4.51776536841	4.23853876435	4.6234935492	4.36755237666	4.74091014819	4.5851822325	4.26511910598	4.57959460025	4.3372099631	4.69888122312	4.55553291749	4.43125307335	4.37691514148	4.40539778192
Ncoa6	5.30267445719	5.20188844396	5.37568824639	5.11117279561	5.67385653287	5.36442459325	5.44306856182	5.44167534809	5.87822004102	5.6182815554	5.22298589458	5.16743839435	5.40603979036	5.09475465142
Pcp4l1	1.15526098702	2.12132296266	3.24693605488	1.49040021894	0.75693557212	1.13274381728	2.81723377969	1.12866810291	1.08547145215	0.962696073045	0.274441677773	1.19420530391	1.18965934382	1.13315816372
Sbf2	5.82536576384	5.72034045855	5.87960368761	5.58592282999	6.02328631911	5.93460693582	5.36256920629	5.69456569767	5.84035895432	6.07164717334	5.75066623897	5.97402120237	5.90145594328	5.89730858721
Gmds	-0.868585754936	1.15979711048	1.89054455042	0.467316605831	0.885259669096	0.436135960729	0.643750958831	0.365108298728	0.844463352648	-0.951574052929	0.515449777277	0.807182180802	0.2852370038	0.234087072568
Rbm8a	4.32071169578	4.44875139419	4.38528367131	4.55560048194	4.14765444067	4.33397724498	4.68522759481	4.17963487619	4.05924754656	4.04495375516	4.52236919122	4.21547599053	4.36059409793	4.30924962773
Trp53inp2	7.15932024163	7.23041240673	6.26003404375	7.50499639445	7.28813566422	6.97636422707	7.35860701186	7.22511250671	7.94185707496	7.29671846875	6.87164777425	6.78563598154	7.31526742284	6.76399241437
Pigu	3.60390201653	4.32972211192	4.09355634392	3.95191214802	3.58333624987	3.95753333267	4.04368156572	3.74941517877	3.96497615997	3.6100810743	3.99491914915	3.89246736875	4.13682589702	3.97007754332
Setd1b	2.97620159514	2.71285575417	3.43433953099	3.30258873239	4.05682084314	2.85818332221	2.68327932302	3.6028285232	4.34402903066	4.17237223152	2.9837323135	2.66276306682	3.10595274401	2.51038252832
Rras	2.55544052757	2.85828855683	3.2836167182	2.84403717356	2.92312785469	3.12504942549	2.55277729878	2.97776253332	3.14879738752	3.05534536101	2.7457473967	3.37352900336	2.8763517315	3.36002406163
Mpp6	5.91539465875	6.05567794585	5.92093884228	6.02388446336	6.03716683548	5.7985332933	6.05953966617	6.04278697392	6.08431498312	6.03885723822	5.85118367169	5.90656371203	5.94601002566	6.20640714575
Txnip	6.99408879299	7.21114631355	7.46223469405	6.60669631649	7.62231926559	6.88819964525	6.09644888315	7.93213224689	7.58511294807	8.25881256345	6.65170217076	7.09400647473	8.2884067546	7.62760624056
Upf3a	3.11326689835	3.02039405381	3.04808582741	3.02882013373	2.95272263687	3.10953642612	3.20174641195	2.70039477647	3.07619363856	2.86368606721	2.99159879086	2.72145230678	3.09259192586	3.17945181599
Pmepa1	0.509925868317	0.81876019264	0.336946220611	0.557514414803	1.35303863045	0.436135960729	1.03454091186	1.8577067813	0.443925423065	1.37035404196	0.0880285535422	0.651062978885	0.491687881267	0.752554161502
Hfe2	5.05266013365	4.91749414623	5.62949050872	4.5711120182	5.32077478128	5.31793557537	4.64575331174	5.46142507528	5.39812173345	5.47339969941	4.71989551885	5.56753962332	5.37596017421	5.71899159416
Scaf1	3.87915967798	3.91562173189	4.42440906186	4.23763414856	4.65034293837	4.00021973177	4.35891218268	4.05518750526	4.50397280673	4.49519115387	4.11574393175	4.03353261571	4.00264980054	4.01047564394
Higd1a	4.07689709904	4.26313277783	3.42013213223	4.24471086704	4.22026603962	4.28482364778	4.18763172955	4.25553236746	4.05971835394	4.20503414542	4.04241742439	3.93887296376	3.98128790248	3.95708470487
Foxq1	2.75590510997	4.01941798793	3.89552987132	2.94774852308	4.00592220347	5.17695189047	4.43905614076	2.57023889772	5.82382358659	2.91022865315	6.4948537189	3.50819089719	5.47741093252	4.99838846425
Cdc16	4.15230161154	4.18177547957	4.42440906186	4.304283184	4.37779472953	4.26815293702	4.22603932525	4.18914196193	4.27984949732	4.36757695729	4.5315437534	4.45547061689	4.33299013525	4.37557288849
Fig4	4.2551907857	4.29557388951	3.86253017425	3.86626712094	4.33909943949	3.98329642874	3.923387332	4.01832832785	3.97499491579	4.42212769168	4.33595606699	4.25309899296	4.00264980054	4.03865417725
Egr1	2.27980608496	1.59369363701	4.29862928906	1.98885372641	3.85814782348	2.05388839657	1.75181070469	3.64274711747	4.75135394826	3.28462416793	1.9165480856	2.39214468152	3.45516200524	4.54230309507
Hdhd3	3.07627269087	3.39836945887	3.65421293813	3.5074737323	3.11857337681	3.32634781519	3.43266863263	2.79059258544	2.24301272914	2.87936768945	3.2468558461	3.82098798033	3.29904280333	2.6466855264
Poli	2.88985956664	2.38218953181	2.371434597	2.05227910655	2.40748641447	2.14801057393	2.53560215498	2.80302968868	2.62024819571	2.74886566521	2.61375185089	2.02957460214	2.56207720916	2.18450504372
Usp5	5.96514769394	6.08928913502	6.14013991959	6.0782223738	6.09802767154	6.0908954284	6.10391102739	6.00560547641	6.05627792182	6.05448224699	6.15708472713	6.13003478392	6.0746452461	6.16610226233
Mllt6	4.6444838273	4.68665665663	4.73368909177	4.56568834625	4.31651275442	4.78516928578	4.56340885051	4.44068072893	4.6796524829	4.77634640163	4.89360566263	4.60658834974	4.74634910608	4.53836130289
Cdc40	5.05266013365	4.67342082948	5.16246926537	5.08107637086	4.91375358492	5.07600680255	4.75366865091	4.59883943646	5.24508407916	5.12441926137	5.01631718606	4.92479198551	5.13040534774	4.84001700275
Spsb2	3.10104059602	3.04800628502	3.15753696982	3.04450175596	2.66158769553	2.94447717985	2.2914492149	2.79059258544	2.83349223483	2.98461084947	3.08179659983	3.17283165312	3.26192963031	3.04155339535
Dennd2a	2.14338688673	2.22172485962	2.22823996117	1.5792094859	2.27318532276	2.6334374011	2.22871345955	2.35669605891	2.02888792379	2.31377051359	2.12486532172	2.41659772525	2.36615699918	2.52447959402
Abhd17c	4.82257614962	4.32972211192	5.04274580265	4.79620864847	5.70244746176	4.60329452788	5.02072041728	5.16163844689	5.87019017777	5.41272899368	4.73188474332	4.82327615692	4.9496614957	4.93901883909
Uqcrfs1	7.0554349292	7.16256278715	6.92916210534	7.09384994704	7.06749551652	7.11002374078	7.17738351931	6.77922809474	7.00647314726	6.99948644958	7.10618075846	7.11750365604	7.23734353311	7.14065270026
Chmp4b	5.12991065447	5.38354481142	5.24228469661	5.25290090522	5.23906343819	5.29411695586	5.47269841138	5.15437654377	5.08778161284	4.96453507271	5.26484652099	5.27499671112	5.20806914328	5.44774961709
Nos1ap	2.21320833623	1.6401529481	1.86721032335	1.76066810233	2.50339833543	1.70289665802	3.94955938836	2.15452214063	2.45828071604	2.5919218305	1.80747638645	2.55520296348	2.14978508662	1.68284518969
Cdk19	3.67086260031	3.86218247293	3.52740815306	3.67802722212	3.73581228055	3.92245087352	2.81723377969	3.65651996709	3.93449555351	3.727364596	3.79617772624	3.67659807099	3.7375891373	3.59068774511
Tfdp1	4.17580836442	4.11806998487	3.6259238937	4.04839567206	4.11530566298	3.81177464236	4.29910278744	4.16525573681	3.81687752098	4.09953028802	3.93395113186	3.81179880887	3.84218512835	3.82229523279
Socs7	4.62326734139	4.5043266343	4.37992939116	4.55477944708	4.37232996906	4.82370767186	4.58860940464	4.27646544602	4.78591117029	4.52041373758	4.80936349599	4.12540630693	4.71236178538	4.25585488765
Polr2l	2.76321699999	3.31069877948	2.79756197079	3.41398710342	2.9133773442	3.2728958954	3.4046578948	3.39548544267	2.87367527386	2.94253477848	2.7985357552	2.53725076958	3.36903950772	3.12371846783
Otud7b	5.0747104871	4.90998986381	5.25465514788	5.23933845478	5.50684396653	5.03553584467	5.11623873029	5.33437767949	5.27377498291	5.19504357502	5.1827888056	5.26156057171	5.0373817389	5.67478792061
